"YieldCoefficientVariation_Percent","YieldMean_PoundPerAcre","Latitude_DecimalDegrees","Longitude_DecimalDegrees"
16.68,2264.96,47.186659727,-118.354719906
16.7,2248.78,47.186659727,-118.39638403
16.89,2138.02,47.186659727,-118.438048154
16.63,2091.13,47.186659727,-118.479712278
15.99,2049.83,47.186659727,-118.521376402
16.16,1995.57,47.186659727,-118.563040526
16.01,1954.47,47.186659727,-118.60470465
16.05,1917.06,47.186659727,-118.646368774
15.43,1960.98,47.186659727,-118.688032898
14.96,1867.44,47.186659727,-118.771361146
15.29,1823.07,47.186659727,-118.81302527
14.81,1778.16,47.186659727,-118.854689394
14.53,1713.78,47.186659727,-118.896353518
14.17,1703,47.186659727,-118.938017642
18.6,4332.32,47.228323851,-116.896475566
18.84,4305.18,47.228323851,-116.93813969
18.47,4268.03,47.228323851,-116.979803814
17.6,4243.76,47.228323851,-117.021467938
17.09,4266.99,47.228323851,-117.063132062
18.61,4194.79,47.228323851,-117.104796186
17.54,4265.4,47.228323851,-117.14646031
17.77,4274.05,47.228323851,-117.188124434
16.75,4266.29,47.228323851,-117.229788558
16.28,4093.53,47.228323851,-117.271452682
16.31,4098.76,47.228323851,-117.313116806
16.11,4058.36,47.228323851,-117.35478093
15.67,3958.04,47.228323851,-117.396445054
15.59,3938.13,47.228323851,-117.438109178
16.56,3066.18,47.228323851,-117.479773302
14.69,3870.02,47.228323851,-117.521437426
16.6,2985.01,47.228323851,-117.56310155
14.5,3688.56,47.228323851,-117.688093922
14.35,3681.97,47.228323851,-117.729758046
14.22,3615.78,47.228323851,-117.77142217
14.19,3538.12,47.228323851,-117.813086294
13.91,3384.92,47.228323851,-117.854750418
19.05,1190.86,47.228323851,-118.313055782
16.21,2249.25,47.228323851,-118.354719906
16.34,2205.47,47.228323851,-118.438048154
16.49,2126.67,47.228323851,-118.479712278
17.83,1164.73,47.228323851,-118.521376402
17.94,1167.93,47.228323851,-118.563040526
17.21,1153.14,47.228323851,-118.60470465
16.23,1134.64,47.228323851,-118.688032898
15.76,1131.46,47.228323851,-118.729697022
15.61,1133.48,47.228323851,-118.771361146
15.75,1646.61,47.228323851,-118.81302527
15.34,1657.4,47.228323851,-118.854689394
15.35,1663.42,47.228323851,-118.896353518
15.1,1614.82,47.228323851,-118.938017642
14.28,1662.44,47.228323851,-119.063010014
18.96,4178.2,47.269987975,-116.979803814
17.85,4207.88,47.269987975,-117.021467938
18.59,4216.01,47.269987975,-117.063132062
18.35,4186.39,47.269987975,-117.104796186
17.9,4199.73,47.269987975,-117.14646031
17.8,4191.49,47.269987975,-117.188124434
17.65,4169.43,47.269987975,-117.229788558
16.7,4173.51,47.269987975,-117.271452682
16.45,4105.67,47.269987975,-117.313116806
16.2,3122.16,47.269987975,-117.35478093
16.14,3102.79,47.269987975,-117.396445054
15.21,3951.21,47.269987975,-117.438109178
15.14,3931.08,47.269987975,-117.479773302
15.05,3876.04,47.269987975,-117.521437426
14.68,3783.86,47.269987975,-117.604765674
15.69,2063.82,47.269987975,-118.063071038
14.59,3063.5,47.269987975,-118.104735162
14.88,2910.49,47.269987975,-118.146399286
16.35,2212.28,47.269987975,-118.39638403
16.38,2234.51,47.269987975,-118.438048154
16.47,2195.51,47.269987975,-118.479712278
14.77,2087.75,47.269987975,-118.521376402
15.22,2031.43,47.269987975,-118.563040526
14.92,1982.2,47.269987975,-118.60470465
14.89,2031.43,47.269987975,-118.646368774
14.82,1956.74,47.269987975,-118.688032898
15.09,1869.23,47.269987975,-118.729697022
15.3,1723.49,47.269987975,-118.771361146
16.12,1706.19,47.269987975,-118.81302527
16.03,1653.36,47.269987975,-118.938017642
15.02,1648.51,47.269987975,-119.02134589
19.1,4204.27,47.311652099,-117.021467938
18.71,4170.71,47.311652099,-117.104796186
19.01,4162,47.311652099,-117.14646031
17.72,4197.89,47.311652099,-117.188124434
17.57,4156.97,47.311652099,-117.229788558
17.34,4182.02,47.311652099,-117.271452682
16.79,4089.21,47.311652099,-117.313116806
16.85,3138.3,47.311652099,-117.35478093
16.36,4014.32,47.311652099,-117.396445054
16.53,4037.21,47.311652099,-117.438109178
16.11,3963.14,47.311652099,-117.479773302
16.91,3031.66,47.311652099,-117.521437426
13.6,3285.38,47.311652099,-118.021406914
13.66,3330.05,47.311652099,-118.063071038
13.47,3172.07,47.311652099,-118.104735162
19.02,4181.08,47.353316223,-116.979803814
18.34,4190.84,47.353316223,-117.021467938
17.56,4186.82,47.353316223,-117.063132062
17.55,4186.96,47.353316223,-117.104796186
18.27,4180.9,47.353316223,-117.14646031
17.95,4173.13,47.353316223,-117.188124434
18.84,3276.86,47.353316223,-117.229788558
16.97,4120.45,47.353316223,-117.271452682
18.03,3158.93,47.353316223,-117.313116806
16.82,4032.62,47.353316223,-117.35478093
16.9,4029.19,47.353316223,-117.396445054
16.89,4006.92,47.353316223,-117.438109178
16.21,3943.81,47.353316223,-117.479773302
15.78,3852.15,47.353316223,-117.521437426
13.49,3322.94,47.353316223,-118.021406914
13.38,3270.17,47.353316223,-118.063071038
12.99,2959.7,47.353316223,-118.146399286
13.36,2880.39,47.353316223,-118.18806341
13.4,2735.04,47.353316223,-118.229727534
13.45,2667.32,47.353316223,-118.271391658
13.51,2616.33,47.353316223,-118.313055782
13.9,2552.71,47.353316223,-118.354719906
14.57,2394.88,47.353316223,-118.39638403
15.31,1939.39,47.353316223,-119.64630775
16.55,2072.21,47.353316223,-119.687971874
16.56,1997.51,47.353316223,-119.729635998
18.5,4193.58,47.394980347,-116.93813969
18.36,4195.02,47.394980347,-116.979803814
18.79,4186,47.394980347,-117.021467938
18.75,4183.6,47.394980347,-117.063132062
18.74,4188.67,47.394980347,-117.104796186
18.09,4158.92,47.394980347,-117.14646031
18.19,4178.2,47.394980347,-117.188124434
18.02,4087.22,47.394980347,-117.229788558
17.6,3146.1,47.394980347,-117.271452682
17.24,4039.98,47.394980347,-117.313116806
17.24,4056.01,47.394980347,-117.35478093
17.26,4018.36,47.394980347,-117.396445054
16.5,3946.87,47.394980347,-117.438109178
17.63,3035.96,47.394980347,-117.479773302
13.65,3427.13,47.394980347,-117.938078666
13.7,3382.18,47.394980347,-117.97974279
13.42,3327.01,47.394980347,-118.021406914
13.15,2962.18,47.394980347,-118.146399286
13.21,2871.58,47.394980347,-118.18806341
13.08,2859.35,47.394980347,-118.229727534
13.13,2751.1,47.394980347,-118.271391658
13.48,2640.3,47.394980347,-118.313055782
13.69,2541.76,47.394980347,-118.354719906
14.09,2495.82,47.394980347,-118.39638403
14.55,2391.26,47.394980347,-118.438048154
14.76,2317.06,47.394980347,-118.479712278
15.77,1556.43,47.394980347,-119.22966651
16.18,1507.76,47.394980347,-119.271330634
15.39,1921.37,47.394980347,-119.604643626
16.66,1673.83,47.394980347,-119.64630775
17.11,1472.18,47.394980347,-119.687971874
18.61,1432.54,47.394980347,-119.729635998
19.15,4175.72,47.436644471,-117.021467938
18.87,4150.41,47.436644471,-117.063132062
18.61,4163.87,47.436644471,-117.104796186
18.58,4156.55,47.436644471,-117.14646031
18.68,4107.22,47.436644471,-117.188124434
17.81,4048.84,47.436644471,-117.229788558
17.86,3144.78,47.436644471,-117.271452682
17.38,4058.01,47.436644471,-117.313116806
17.93,3847.29,47.436644471,-117.35478093
17.92,3090.66,47.436644471,-117.396445054
13.9,3464.27,47.436644471,-117.938078666
14.1,3413.28,47.436644471,-117.97974279
13.72,3281.21,47.436644471,-118.021406914
14.57,2960.93,47.436644471,-118.146399286
14.18,2829.47,47.436644471,-118.18806341
13.99,2857.53,47.436644471,-118.229727534
13.39,2632.77,47.436644471,-118.313055782
13.31,2685.06,47.436644471,-118.354719906
13.87,2578.68,47.436644471,-118.39638403
14.22,2494.14,47.436644471,-118.438048154
15.27,1805.91,47.436644471,-118.938017642
16.6,1685.98,47.436644471,-119.604643626
17.91,1277.76,47.436644471,-119.64630775
17.93,1196.86,47.436644471,-119.687971874
18.38,4144.37,47.478308595,-117.063132062
18.97,4121.17,47.478308595,-117.104796186
18.86,4100.07,47.478308595,-117.14646031
19.74,3269.18,47.478308595,-117.188124434
18.84,3245.34,47.478308595,-117.229788558
17.69,4043.21,47.478308595,-117.271452682
15.13,3713.92,47.478308595,-117.604765674
15.26,3683.53,47.478308595,-117.646429798
15.07,3658.9,47.478308595,-117.854750418
15.07,3615.99,47.478308595,-117.896414542
15.28,3557.74,47.478308595,-117.938078666
15.37,3468.07,47.478308595,-117.97974279
15.17,3367.99,47.478308595,-118.021406914
14.56,2957.81,47.478308595,-118.104735162
15.28,2926.11,47.478308595,-118.146399286
14.98,2827.2,47.478308595,-118.18806341
15.06,2788.58,47.478308595,-118.229727534
14.69,2645.19,47.478308595,-118.313055782
14.08,2645.11,47.478308595,-118.354719906
14.23,2639.33,47.478308595,-118.39638403
14.34,2510.73,47.478308595,-118.479712278
14.63,2413.35,47.478308595,-118.521376402
16.36,1536.86,47.478308595,-119.604643626
15.5,3198.42,47.478308595,-120.187941362
18.98,4194.61,47.519972719,-117.104796186
19.08,4165.02,47.519972719,-117.14646031
19.14,4062.03,47.519972719,-117.188124434
17.73,3829.7,47.519972719,-117.313116806
15.55,3733.89,47.519972719,-117.604765674
17.26,2866.05,47.519972719,-117.646429798
17.12,2893.75,47.519972719,-117.729758046
17.53,2907.41,47.519972719,-117.854750418
15.8,3695.99,47.519972719,-117.896414542
15.77,3621.25,47.519972719,-117.938078666
15.58,3488.69,47.519972719,-117.97974279
15.46,3226.57,47.519972719,-118.021406914
15.64,2962.83,47.519972719,-118.146399286
18.21,2067.56,47.519972719,-118.229727534
17.93,2051.55,47.519972719,-118.271391658
14.88,2824.58,47.519972719,-118.313055782
14.53,2840.71,47.519972719,-118.354719906
14.7,2268.25,47.519972719,-118.646368774
14.84,1970.59,47.519972719,-118.854689394
16.53,1911.25,47.519972719,-118.896353518
16.45,1878.08,47.519972719,-118.938017642
16.36,1735.16,47.519972719,-119.104674138
16.8,1683.02,47.519972719,-119.146338262
17.54,1603.63,47.519972719,-119.188002386
16.7,1638.04,47.519972719,-119.64630775
18.48,1680.77,47.519972719,-119.85462837
27.06,1806.93,47.561636843,-117.56310155
15.23,3814.05,47.561636843,-117.729758046
16.01,3808.24,47.561636843,-117.854750418
15.63,3799.9,47.561636843,-117.896414542
16.41,3600.63,47.561636843,-117.938078666
17.49,2813.49,47.561636843,-117.97974279
16.05,3158.45,47.561636843,-118.021406914
16.13,3045.26,47.561636843,-118.063071038
16.01,2985.43,47.561636843,-118.104735162
16.12,3002.11,47.561636843,-118.229727534
16,3006.46,47.561636843,-118.271391658
15.76,3012.57,47.561636843,-118.313055782
15.96,2862.8,47.561636843,-118.354719906
27.18,556.77,47.561636843,-118.81302527
14.95,2038.42,47.561636843,-118.854689394
15.57,1956.23,47.561636843,-118.896353518
15.82,1898.11,47.561636843,-118.938017642
16.02,1798.82,47.561636843,-119.063010014
16.06,1779.88,47.561636843,-119.104674138
16.07,1693.28,47.561636843,-119.146338262
16.85,2249.8,47.561636843,-119.521315378
17,2303.74,47.561636843,-119.562979502
17.46,2042.33,47.561636843,-119.771300122
18.14,1855.96,47.561636843,-119.812964246
18.43,1707.51,47.561636843,-119.85462837
18.95,1698.84,47.561636843,-119.896292494
19.37,1703.03,47.561636843,-119.937956618
18.73,1918.15,47.561636843,-119.979620742
17.32,2395.75,47.561636843,-120.021284866
17.86,2971.23,47.603300967,-117.813086294
16.39,3794.79,47.603300967,-117.854750418
15.7,3644.48,47.603300967,-117.896414542
17.63,2885.95,47.603300967,-117.938078666
16.23,3278.6,47.603300967,-117.97974279
16.19,3102.31,47.603300967,-118.021406914
15.93,3123.38,47.603300967,-118.063071038
15.52,3076.19,47.603300967,-118.104735162
16.1,3048.13,47.603300967,-118.146399286
15.77,2989.03,47.603300967,-118.313055782
15.21,2147.25,47.603300967,-118.81302527
15.72,2066.8,47.603300967,-118.854689394
15.35,1987.63,47.603300967,-118.896353518
15.83,1917.85,47.603300967,-118.938017642
16.19,1800.64,47.603300967,-119.02134589
16.37,1791.8,47.603300967,-119.063010014
16.35,1645.07,47.603300967,-119.104674138
16.08,2273.07,47.603300967,-119.43798713
16.9,2059.25,47.603300967,-119.479651254
16.94,2068.34,47.603300967,-119.521315378
17.01,2355.37,47.603300967,-119.562979502
16.85,2289.26,47.603300967,-119.604643626
19.78,1741.8,47.603300967,-119.729635998
17.18,2122.82,47.603300967,-119.771300122
19.19,1681.16,47.603300967,-119.896292494
19.84,1738.2,47.603300967,-119.937956618
19.35,1880.28,47.603300967,-119.979620742
18.33,3028.13,47.644965091,-117.77142217
16.45,3769.77,47.644965091,-117.813086294
16.39,3696.01,47.644965091,-117.854750418
16.08,3600.45,47.644965091,-117.896414542
16.24,3234.55,47.644965091,-117.97974279
16.09,3230.35,47.644965091,-118.021406914
15.97,3166.04,47.644965091,-118.063071038
15.73,3134.93,47.644965091,-118.104735162
19.25,2089.06,47.644965091,-118.146399286
15.96,3049.77,47.644965091,-118.18806341
15.77,2991.15,47.644965091,-118.271391658
16.74,2316.19,47.644965091,-118.646368774
16.68,2261.35,47.644965091,-118.729697022
16.58,2242.46,47.644965091,-118.771361146
16.78,2127.83,47.644965091,-118.81302527
16.21,2004.92,47.644965091,-118.854689394
30.35,558.88,47.644965091,-118.979681766
17.04,1786.89,47.644965091,-119.02134589
17.14,1635.9,47.644965091,-119.063010014
16.37,1759.71,47.644965091,-119.104674138
17.4,1535.18,47.644965091,-119.146338262
15.24,2369.97,47.644965091,-119.43798713
19.75,1753.24,47.644965091,-119.729635998
19.76,1730.77,47.644965091,-119.771300122
19.21,1708.95,47.644965091,-119.812964246
18.93,1699.24,47.644965091,-119.85462837
18.65,1895.95,47.644965091,-119.937956618
18.3,2079.82,47.644965091,-119.979620742
21.53,1743.57,47.644965091,-120.021284866
16.48,2933.64,47.644965091,-120.06294899
15.78,2962.29,47.644965091,-120.104613114
17.26,2959.56,47.686629215,-117.729758046
15.9,3743.3,47.686629215,-117.77142217
15.94,3737.23,47.686629215,-117.813086294
15.78,3708.05,47.686629215,-117.854750418
17.6,2901.16,47.686629215,-117.896414542
16.5,3641.38,47.686629215,-117.938078666
16.28,3540.85,47.686629215,-117.97974279
16.41,3435.1,47.686629215,-118.021406914
16.65,3364.6,47.686629215,-118.063071038
16.39,3289.56,47.686629215,-118.104735162
15.83,3218.12,47.686629215,-118.146399286
15.54,3198.47,47.686629215,-118.18806341
18.84,2107.9,47.686629215,-118.229727534
16.74,2474.32,47.686629215,-118.563040526
16.7,2470.76,47.686629215,-118.60470465
17.17,2384,47.686629215,-118.646368774
31.56,581.49,47.686629215,-118.771361146
17.32,2035.95,47.686629215,-118.81302527
16.5,1907.25,47.686629215,-118.896353518
17.08,1761.59,47.686629215,-118.979681766
17.76,1753.17,47.686629215,-119.02134589
18.01,1650.94,47.686629215,-119.063010014
17.98,1642,47.686629215,-119.104674138
17.26,1821.93,47.686629215,-119.146338262
16.96,1966.02,47.686629215,-119.188002386
15.48,2389.08,47.686629215,-119.396323006
17.11,2054.94,47.686629215,-119.479651254
20.32,1757.18,47.686629215,-119.771300122
20.01,1728.97,47.686629215,-119.812964246
19.51,1725.62,47.686629215,-119.896292494
17.04,2530.2,47.686629215,-119.937956618
16.78,2603.89,47.686629215,-119.979620742
16.18,2832.79,47.686629215,-120.021284866
16.03,2958.74,47.686629215,-120.06294899
15.53,3070.22,47.686629215,-120.104613114
15.29,3277.84,47.686629215,-120.146277238
17.24,3825.11,47.728293339,-117.77142217
16.91,3867.85,47.728293339,-117.813086294
16.75,3845.07,47.728293339,-117.854750418
16.52,3713.96,47.728293339,-117.896414542
16.47,3690.58,47.728293339,-117.938078666
16.52,3633.94,47.728293339,-117.97974279
16.2,3481.87,47.728293339,-118.021406914
16.51,3393.28,47.728293339,-118.063071038
16.49,3417.35,47.728293339,-118.104735162
16.41,3469.65,47.728293339,-118.146399286
16.58,3344.58,47.728293339,-118.18806341
16.51,3256.96,47.728293339,-118.229727534
16.32,2882.61,47.728293339,-118.521376402
16.35,2729.14,47.728293339,-118.563040526
16.56,2612.17,47.728293339,-118.60470465
17.19,2511.29,47.728293339,-118.646368774
17.54,2162.71,47.728293339,-118.729697022
29.82,568.2,47.728293339,-118.896353518
17.42,1759.48,47.728293339,-118.938017642
16.4,1817.28,47.728293339,-118.979681766
16.65,1894.01,47.728293339,-119.02134589
15.95,2074.43,47.728293339,-119.063010014
16.33,2551.49,47.728293339,-119.104674138
16.27,2564.13,47.728293339,-119.146338262
16.27,2402.28,47.728293339,-119.188002386
15.23,2375.08,47.728293339,-119.312994758
17.06,2070.97,47.728293339,-119.354658882
20.11,1766.32,47.728293339,-119.85462837
20.32,1778.79,47.728293339,-119.896292494
15.04,3027.27,47.728293339,-119.937956618
15.12,3222.19,47.728293339,-119.979620742
14.92,3320.28,47.728293339,-120.021284866
15.24,3322.12,47.728293339,-120.06294899
15.25,3359.28,47.728293339,-120.104613114
18.99,3058.37,47.769957463,-117.77142217
19.08,3047.61,47.769957463,-117.813086294
16.71,3841.89,47.769957463,-117.854750418
16.84,2769.95,47.769957463,-118.563040526
18.93,1997.78,47.769957463,-118.60470465
16.77,2551.08,47.769957463,-118.646368774
16.69,2389.95,47.769957463,-118.771361146
16.7,2358.94,47.769957463,-118.81302527
16.8,2181.56,47.769957463,-118.854689394
16.88,2214.2,47.769957463,-118.896353518
16.97,2238.72,47.769957463,-118.938017642
16.53,2408.43,47.769957463,-118.979681766
16.44,2475.54,47.769957463,-119.02134589
15.87,2535.27,47.769957463,-119.063010014
16.4,2641.71,47.769957463,-119.104674138
16.39,2491.27,47.769957463,-119.146338262
20.33,1809.24,47.769957463,-119.85462837
20.76,1862.72,47.769957463,-119.896292494
15.21,3497.34,47.769957463,-119.937956618
16.33,3006.18,47.811621587,-118.521376402
16.64,2899.59,47.811621587,-118.563040526
16.95,2763.54,47.811621587,-118.60470465
17.09,2668.28,47.811621587,-118.646368774
16.92,2646.25,47.811621587,-118.688032898
17.14,2681.35,47.811621587,-118.729697022
17.13,2266.02,47.811621587,-118.854689394
17.13,2610.5,47.811621587,-118.896353518
17.15,2777.71,47.811621587,-118.938017642
17.14,2933.08,47.811621587,-118.979681766
17.42,2693.59,47.811621587,-119.02134589
17,2492.18,47.811621587,-119.063010014
17.25,2355.69,47.811621587,-119.104674138
16.63,2027.6,47.811621587,-119.354658882
17.05,2057.41,47.811621587,-119.396323006
18.02,2103.25,47.811621587,-119.479651254
18.89,2163.88,47.811621587,-119.562979502
19.27,2182.95,47.811621587,-119.604643626
19.43,2181.55,47.811621587,-119.64630775
19.68,2172.29,47.811621587,-119.687971874
19.19,2134.1,47.811621587,-119.729635998
19.2,2125.26,47.811621587,-119.771300122
21.39,1948.77,47.811621587,-119.896292494
16.37,2608.54,47.853285711,-118.521376402
16.47,2910.88,47.853285711,-118.563040526
17.27,3106.59,47.853285711,-118.60470465
16.79,3145.34,47.853285711,-118.646368774
16.92,3190.4,47.853285711,-118.688032898
17.29,2980.66,47.853285711,-118.729697022
17.09,2913.56,47.853285711,-118.771361146
17.82,2918.32,47.853285711,-118.81302527
17.57,3182.82,47.853285711,-118.854689394
17.25,3263.39,47.853285711,-118.896353518
17.37,3170.89,47.853285711,-118.938017642
17.22,2889.84,47.853285711,-118.979681766
18.87,2164.8,47.853285711,-119.562979502
18.81,2176.96,47.853285711,-119.604643626
19.56,2151.51,47.853285711,-119.687971874
19.54,2133.74,47.853285711,-119.729635998
19.54,2146.86,47.853285711,-119.771300122
18.54,2805.3,47.894949835,-118.854689394
18.11,3317.89,47.894949835,-118.896353518
19.76,2816.07,47.894949835,-118.938017642
19.21,2152.73,47.894949835,-119.562979502
19.04,2166.68,47.894949835,-119.604643626
19,2159.73,47.894949835,-119.64630775
15.63,2871.6,47.936613959,-119.771300122
19.08,2172.18,47.978278083,-119.562979502
19.07,2137.87,47.978278083,-119.604643626
16.16,2953.08,47.978278083,-119.729635998
16.55,3020.56,47.978278083,-119.771300122
19.16,2182.69,48.019942207,-119.521315378
16.85,3051.9,48.019942207,-119.771300122
16.29,2867.81,48.103270455,-119.562979502
18.47,2891.8,48.144934579,-119.521315378
17.1,2885.57,48.144934579,-119.562979502
