"YieldCoefficientVariation_Percent","YieldMean_PoundPerAcre","Latitude_DecimalDegrees","Longitude_DecimalDegrees"
19.61,1838.58,47.186659727,-118.39638403
19.36,1794.7,47.186659727,-118.438048154
19.47,1779.19,47.186659727,-118.479712278
19.27,1766.47,47.186659727,-118.521376402
18.92,1744.82,47.186659727,-118.563040526
18.16,1723.44,47.186659727,-118.60470465
17.86,1701.65,47.186659727,-118.646368774
18.09,1714.69,47.186659727,-118.688032898
17.93,1672.07,47.186659727,-118.771361146
18.31,1652.19,47.186659727,-118.81302527
17.8,1609,47.186659727,-118.854689394
17.82,1571.94,47.186659727,-118.896353518
17.68,1559.4,47.186659727,-118.938017642
21.06,2132.36,47.228323851,-116.896475566
20.41,2107.56,47.228323851,-116.93813969
21.81,2094.84,47.228323851,-116.979803814
22.41,2055.1,47.228323851,-117.021467938
22.99,2086.46,47.228323851,-117.063132062
20.25,2141.89,47.228323851,-117.104796186
22.46,2105.02,47.228323851,-117.14646031
22.7,2110.68,47.228323851,-117.188124434
19.61,2177.16,47.228323851,-117.229788558
22.57,2116.12,47.228323851,-117.271452682
21.41,2165.24,47.228323851,-117.313116806
22.35,2169.35,47.228323851,-117.35478093
22.04,2160.52,47.228323851,-117.396445054
19.75,2178.14,47.228323851,-117.438109178
18.13,2011.85,47.228323851,-117.479773302
19.54,2171.18,47.228323851,-117.521437426
17.42,1987.13,47.228323851,-117.56310155
19.34,2104.42,47.228323851,-117.688093922
20.8,2109.12,47.228323851,-117.729758046
20.3,2103.47,47.228323851,-117.77142217
20.01,2069.75,47.228323851,-117.813086294
19.49,2035.44,47.228323851,-117.854750418
14.04,1145.76,47.228323851,-118.313055782
18.87,1853.84,47.228323851,-118.354719906
18.73,1843.08,47.228323851,-118.438048154
19.16,1809.41,47.228323851,-118.479712278
13.86,1132.18,47.228323851,-118.521376402
14.08,1128.64,47.228323851,-118.563040526
13.53,1123.75,47.228323851,-118.60470465
13.33,1112.08,47.228323851,-118.688032898
13.55,1113.78,47.228323851,-118.729697022
13.3,1117.6,47.228323851,-118.771361146
18.65,1515.27,47.228323851,-118.81302527
18.19,1528.54,47.228323851,-118.854689394
18.29,1522.31,47.228323851,-118.896353518
18.43,1503.95,47.228323851,-118.938017642
17.54,1546.57,47.228323851,-119.063010014
20.36,2084.18,47.269987975,-116.979803814
22.01,2041.1,47.269987975,-117.021467938
20.62,2112.18,47.269987975,-117.063132062
19.56,2178.76,47.269987975,-117.104796186
21.91,2072.95,47.269987975,-117.14646031
22.72,2084.38,47.269987975,-117.188124434
21.98,2110.08,47.269987975,-117.229788558
22.97,2141.21,47.269987975,-117.271452682
22.73,2140.47,47.269987975,-117.313116806
18.64,2039.03,47.269987975,-117.35478093
21.15,1984.86,47.269987975,-117.396445054
22.13,2138.67,47.269987975,-117.438109178
22.87,2130.85,47.269987975,-117.479773302
22.44,2126.14,47.269987975,-117.521437426
20.58,2128.17,47.269987975,-117.604765674
17.13,1763.47,47.269987975,-118.063071038
19.67,2010.11,47.269987975,-118.104735162
19.69,1995.93,47.269987975,-118.146399286
18.73,1853.95,47.269987975,-118.39638403
19.08,1870.54,47.269987975,-118.438048154
18.96,1850.09,47.269987975,-118.479712278
18.66,1811.91,47.269987975,-118.521376402
18.56,1800.26,47.269987975,-118.563040526
18.51,1773.76,47.269987975,-118.60470465
18.48,1800.18,47.269987975,-118.646368774
18.52,1750.22,47.269987975,-118.688032898
18.36,1694.72,47.269987975,-118.729697022
19.13,1593.83,47.269987975,-118.771361146
18.47,1579.94,47.269987975,-118.81302527
18.12,1554.25,47.269987975,-118.938017642
18.03,1541.25,47.269987975,-119.02134589
20.99,2081.6,47.311652099,-117.021467938
21.38,2112.96,47.311652099,-117.104796186
21.24,2126.64,47.311652099,-117.14646031
22.3,2073.29,47.311652099,-117.188124434
22.64,2092.29,47.311652099,-117.229788558
23.24,2125.86,47.311652099,-117.271452682
22.04,2135.84,47.311652099,-117.313116806
21.07,1992.31,47.311652099,-117.35478093
22.29,2136.2,47.311652099,-117.396445054
22.49,2141.96,47.311652099,-117.438109178
23.06,2123.36,47.311652099,-117.479773302
20.62,1975.2,47.311652099,-117.521437426
22.11,1996.31,47.311652099,-118.021406914
22.06,2017.98,47.311652099,-118.063071038
22.21,1986.81,47.311652099,-118.104735162
20.45,2098.57,47.353316223,-116.979803814
20.72,2079.52,47.353316223,-117.021467938
22.24,2071.99,47.353316223,-117.063132062
21.97,2078.15,47.353316223,-117.104796186
21.7,2097.55,47.353316223,-117.14646031
22.05,2069.22,47.353316223,-117.188124434
20.76,1992.99,47.353316223,-117.229788558
22.42,2099.24,47.353316223,-117.271452682
20.16,1978.89,47.353316223,-117.313116806
22.28,2126.42,47.353316223,-117.35478093
22.34,2139.77,47.353316223,-117.396445054
22.05,2154.86,47.353316223,-117.438109178
22.76,2106,47.353316223,-117.479773302
23.52,2097.17,47.353316223,-117.521437426
23.58,2001.66,47.353316223,-118.021406914
23.24,1994.35,47.353316223,-118.063071038
21.14,1995.49,47.353316223,-118.146399286
21.23,2004.54,47.353316223,-118.18806341
21.37,1991.59,47.353316223,-118.229727534
21.49,1988.75,47.353316223,-118.271391658
21.23,1980.71,47.353316223,-118.313055782
21.6,1946.46,47.353316223,-118.354719906
20.72,1911.52,47.353316223,-118.39638403
15.24,1777.63,47.353316223,-119.64630775
20.72,1835.6,47.353316223,-119.687971874
20.81,1823.06,47.353316223,-119.729635998
20.96,2068.18,47.394980347,-116.93813969
20.98,2077.03,47.394980347,-116.979803814
22.19,2065.41,47.394980347,-117.021467938
21.95,2075.42,47.394980347,-117.063132062
21.58,2094.26,47.394980347,-117.104796186
22.14,2110.19,47.394980347,-117.14646031
21.65,2104.98,47.394980347,-117.188124434
21.38,2084.24,47.394980347,-117.229788558
21.27,1953.09,47.394980347,-117.271452682
22.64,2080.63,47.394980347,-117.313116806
21.93,2115.7,47.394980347,-117.35478093
22.05,2136.3,47.394980347,-117.396445054
22.37,2104.24,47.394980347,-117.438109178
20.98,1946.89,47.394980347,-117.479773302
22.25,2046.27,47.394980347,-117.938078666
22.07,2041.4,47.394980347,-117.97974279
21.85,2043.96,47.394980347,-118.021406914
20.97,2030.99,47.394980347,-118.146399286
20.49,2045.27,47.394980347,-118.18806341
20.3,2060.23,47.394980347,-118.229727534
20.48,2047.28,47.394980347,-118.271391658
21.27,1997.52,47.394980347,-118.313055782
21.05,1957.46,47.394980347,-118.354719906
21.26,1943.83,47.394980347,-118.39638403
21.2,1911.61,47.394980347,-118.438048154
21.44,1867.9,47.394980347,-118.479712278
18,1441.2,47.394980347,-119.22966651
18.06,1405.06,47.394980347,-119.271330634
17.44,1792.32,47.394980347,-119.604643626
18.87,1613.76,47.394980347,-119.64630775
21.3,1410.52,47.394980347,-119.687971874
23.19,1370.32,47.394980347,-119.729635998
22.39,2076.35,47.436644471,-117.021467938
22.85,2071.33,47.436644471,-117.063132062
22.45,2064.87,47.436644471,-117.104796186
21.52,2079.53,47.436644471,-117.14646031
21.82,2076.66,47.436644471,-117.188124434
21.63,2060.87,47.436644471,-117.229788558
20.63,1944.04,47.436644471,-117.271452682
22.15,2073.09,47.436644471,-117.313116806
21.56,2059.16,47.436644471,-117.35478093
20.99,1956.56,47.436644471,-117.396445054
21.57,2059.84,47.436644471,-117.938078666
20.8,2059.24,47.436644471,-117.97974279
20.83,2053.04,47.436644471,-118.021406914
19.58,2078.76,47.436644471,-118.146399286
19.89,2059.26,47.436644471,-118.18806341
19.39,2065.89,47.436644471,-118.229727534
20.63,2016.67,47.436644471,-118.313055782
20.32,2018.19,47.436644471,-118.354719906
19.63,1992.32,47.436644471,-118.39638403
21.29,1928.67,47.436644471,-118.438048154
18.49,1601.77,47.436644471,-118.938017642
18.55,1627.42,47.436644471,-119.604643626
24.86,1170.22,47.436644471,-119.64630775
26.55,1091.64,47.436644471,-119.687971874
23.08,2099.15,47.478308595,-117.063132062
21.75,2078.36,47.478308595,-117.104796186
22.14,2074.89,47.478308595,-117.14646031
19.99,1979.16,47.478308595,-117.188124434
20.77,1964.62,47.478308595,-117.229788558
23.03,2041.45,47.478308595,-117.271452682
23.46,2030.6,47.478308595,-117.604765674
23.66,2031.94,47.478308595,-117.646429798
21.08,2088.3,47.478308595,-117.854750418
21.46,2100.79,47.478308595,-117.896414542
21.09,2070.55,47.478308595,-117.938078666
20.75,2075.91,47.478308595,-117.97974279
21.08,2088.54,47.478308595,-118.021406914
19.78,2056.93,47.478308595,-118.104735162
19.29,2086.48,47.478308595,-118.146399286
19.14,2070.73,47.478308595,-118.18806341
19.02,2078.16,47.478308595,-118.229727534
20.44,2030.06,47.478308595,-118.313055782
21.13,1994.09,47.478308595,-118.354719906
21.33,1989.54,47.478308595,-118.39638403
20.53,1952.63,47.478308595,-118.479712278
21.35,1902.98,47.478308595,-118.521376402
13.78,1556.84,47.478308595,-119.604643626
14.97,2290.47,47.478308595,-120.187941362
21.94,2155.62,47.519972719,-117.104796186
22.04,2153.86,47.519972719,-117.14646031
21.5,2117.49,47.519972719,-117.188124434
22.03,2033.07,47.519972719,-117.313116806
22.36,2053.59,47.519972719,-117.604765674
20.39,1909.93,47.519972719,-117.646429798
20.17,1937.63,47.519972719,-117.729758046
19.23,1947.39,47.519972719,-117.854750418
20.81,2112.07,47.519972719,-117.896414542
20.99,2111.75,47.519972719,-117.938078666
21.17,2083.65,47.519972719,-117.97974279
20.6,2061.46,47.519972719,-118.021406914
19.53,2090.57,47.519972719,-118.146399286
16.56,1836.92,47.519972719,-118.229727534
16.61,1825.01,47.519972719,-118.271391658
19.28,2075.91,47.519972719,-118.313055782
19.89,2062.12,47.519972719,-118.354719906
20.92,1850.4,47.519972719,-118.646368774
18.6,1740.73,47.519972719,-118.854689394
17.97,1689.58,47.519972719,-118.896353518
18.93,1662.23,47.519972719,-118.938017642
18.22,1550.85,47.519972719,-119.104674138
18.29,1526.97,47.519972719,-119.146338262
18.67,1451.56,47.519972719,-119.188002386
14.41,1622.84,47.519972719,-119.64630775
14.49,1640.3,47.519972719,-119.85462837
18.84,1579.67,47.561636843,-117.56310155
21.2,2115.43,47.561636843,-117.729758046
21.37,2123.74,47.561636843,-117.854750418
21.32,2157.06,47.561636843,-117.896414542
21.42,2099.3,47.561636843,-117.938078666
19.24,1903.92,47.561636843,-117.97974279
21.15,2065.81,47.561636843,-118.021406914
20.72,2066.18,47.561636843,-118.063071038
20.75,2068.71,47.561636843,-118.104735162
19.78,2098.65,47.561636843,-118.229727534
19.38,2104.62,47.561636843,-118.271391658
19.16,2110.86,47.561636843,-118.313055782
20.12,2050.06,47.561636843,-118.354719906
26.62,456.11,47.561636843,-118.81302527
20.81,1754.43,47.561636843,-118.854689394
18.43,1735.18,47.561636843,-118.896353518
18.17,1682.79,47.561636843,-118.938017642
18.51,1619.12,47.561636843,-119.063010014
18.62,1610.72,47.561636843,-119.104674138
19.04,1533.86,47.561636843,-119.146338262
20.03,1970.85,47.561636843,-119.521315378
20.4,1982.25,47.561636843,-119.562979502
20.71,1816.49,47.561636843,-119.771300122
20.78,1711.84,47.561636843,-119.812964246
14.75,1664.45,47.561636843,-119.85462837
14.51,1666.71,47.561636843,-119.896292494
14.67,1673.73,47.561636843,-119.937956618
20.55,1765.05,47.561636843,-119.979620742
18.64,1898.14,47.561636843,-120.021284866
19.19,1964.73,47.603300967,-117.813086294
21.56,2124.14,47.603300967,-117.854750418
21.49,2123.39,47.603300967,-117.896414542
19.51,1921.96,47.603300967,-117.938078666
20.77,2067.48,47.603300967,-117.97974279
20.95,2056.6,47.603300967,-118.021406914
20.63,2071.06,47.603300967,-118.063071038
20.71,2058.32,47.603300967,-118.104735162
20.86,2068.97,47.603300967,-118.146399286
20.24,2086.15,47.603300967,-118.313055782
20.79,1809.51,47.603300967,-118.81302527
21.36,1771.68,47.603300967,-118.854689394
21.32,1711.2,47.603300967,-118.896353518
18.61,1701.82,47.603300967,-118.938017642
19.37,1601.15,47.603300967,-119.02134589
18.29,1594.51,47.603300967,-119.063010014
18.88,1486.67,47.603300967,-119.104674138
17.83,1900.17,47.603300967,-119.43798713
16.12,1704.42,47.603300967,-119.479651254
16.26,1711.28,47.603300967,-119.521315378
21.06,1976.98,47.603300967,-119.562979502
19.66,1950.06,47.603300967,-119.604643626
16.32,1683,47.603300967,-119.729635998
21.6,1871.33,47.603300967,-119.771300122
16.15,1658.47,47.603300967,-119.896292494
21.69,1661.82,47.603300967,-119.937956618
20.41,1758,47.603300967,-119.979620742
19.22,1974.17,47.644965091,-117.77142217
21.14,2115.46,47.644965091,-117.813086294
21.3,2131.21,47.644965091,-117.854750418
21.11,2121.37,47.644965091,-117.896414542
21.65,2061.5,47.644965091,-117.97974279
21.29,2074.21,47.644965091,-118.021406914
20.66,2062.32,47.644965091,-118.063071038
20.4,2062.52,47.644965091,-118.104735162
18.31,1830.83,47.644965091,-118.146399286
20.98,2072.62,47.644965091,-118.18806341
21.9,2062.6,47.644965091,-118.271391658
21.06,1873.83,47.644965091,-118.646368774
19.92,1874.28,47.644965091,-118.729697022
20.62,1854.37,47.644965091,-118.771361146
21.65,1783.29,47.644965091,-118.81302527
20.97,1753.44,47.644965091,-118.854689394
32.22,461.33,47.644965091,-118.979681766
19.22,1597.87,47.644965091,-119.02134589
19.23,1464.37,47.644965091,-119.063010014
14.61,1541.43,47.644965091,-119.104674138
19.84,1387.23,47.644965091,-119.146338262
18.27,1909.15,47.644965091,-119.43798713
16.4,1683.05,47.644965091,-119.729635998
16.95,1674.96,47.644965091,-119.771300122
15.7,1678.06,47.644965091,-119.812964246
15.26,1678.44,47.644965091,-119.85462837
20.68,1787.33,47.644965091,-119.937956618
21.31,1877.32,47.644965091,-119.979620742
17.67,1700.14,47.644965091,-120.021284866
19.2,1974.86,47.644965091,-120.06294899
19.96,1999.21,47.644965091,-120.104613114
19.66,1952.07,47.686629215,-117.729758046
21.4,2081.32,47.686629215,-117.77142217
21.32,2112.68,47.686629215,-117.813086294
21.73,2101.7,47.686629215,-117.854750418
19.54,1946.49,47.686629215,-117.896414542
21.87,2091.66,47.686629215,-117.938078666
22.24,2079.2,47.686629215,-117.97974279
22.2,2068.08,47.686629215,-118.021406914
21.79,2082.53,47.686629215,-118.063071038
21,2071.91,47.686629215,-118.104735162
20.9,2063.98,47.686629215,-118.146399286
21.34,2058.42,47.686629215,-118.18806341
17.88,1849.24,47.686629215,-118.229727534
20.77,1920.41,47.686629215,-118.563040526
21.64,1904.75,47.686629215,-118.60470465
21.3,1874.78,47.686629215,-118.646368774
28.72,471.93,47.686629215,-118.771361146
21.3,1745.06,47.686629215,-118.81302527
20.74,1692.62,47.686629215,-118.896353518
19.75,1596.65,47.686629215,-118.979681766
20.07,1560.38,47.686629215,-119.02134589
19.52,1478.72,47.686629215,-119.063010014
19.81,1472.36,47.686629215,-119.104674138
19.19,1606.71,47.686629215,-119.146338262
18.66,1721.98,47.686629215,-119.188002386
18.62,1894.68,47.686629215,-119.396323006
15.67,1717.38,47.686629215,-119.479651254
17,1695.92,47.686629215,-119.771300122
16.04,1690.62,47.686629215,-119.812964246
16.3,1705.05,47.686629215,-119.896292494
18.8,1968.5,47.686629215,-119.937956618
20.31,1967.84,47.686629215,-119.979620742
19.2,1997.33,47.686629215,-120.021284866
18.54,2029.4,47.686629215,-120.06294899
17.08,2082.39,47.686629215,-120.104613114
16.98,2128.5,47.686629215,-120.146277238
22.41,2068.85,47.728293339,-117.77142217
22.64,2078.96,47.728293339,-117.813086294
22.77,2071.56,47.728293339,-117.854750418
23.07,2049.45,47.728293339,-117.896414542
22.29,2071.27,47.728293339,-117.938078666
20.78,2096.37,47.728293339,-117.97974279
20.18,2075.05,47.728293339,-118.021406914
20.64,2072.95,47.728293339,-118.063071038
22,2078.36,47.728293339,-118.104735162
22.05,2094.25,47.728293339,-118.146399286
21.06,2076.95,47.728293339,-118.18806341
21.89,2078.35,47.728293339,-118.229727534
21.39,1994.76,47.728293339,-118.521376402
21.65,1938.61,47.728293339,-118.563040526
20.83,1933.15,47.728293339,-118.60470465
20.27,1914.96,47.728293339,-118.646368774
21.18,1797.13,47.728293339,-118.729697022
32.99,478.63,47.728293339,-118.896353518
19.04,1607.64,47.728293339,-118.938017642
18.81,1662.47,47.728293339,-118.979681766
20.36,1701.89,47.728293339,-119.02134589
20.92,1781.02,47.728293339,-119.063010014
21.63,1936.29,47.728293339,-119.104674138
22.01,1895.57,47.728293339,-119.146338262
21.73,1885.95,47.728293339,-119.188002386
18.76,1872.86,47.728293339,-119.312994758
16.3,1690.65,47.728293339,-119.354658882
16.71,1722.11,47.728293339,-119.85462837
17.42,1731.48,47.728293339,-119.896292494
18.35,2037.45,47.728293339,-119.937956618
17.37,2087.31,47.728293339,-119.979620742
17.49,2106.57,47.728293339,-120.021284866
17.49,2094.98,47.728293339,-120.06294899
17.3,2115.54,47.728293339,-120.104613114
19.46,1969.27,47.769957463,-117.77142217
19.89,1957.76,47.769957463,-117.813086294
21.39,2061.03,47.769957463,-117.854750418
20.67,1957.54,47.769957463,-118.563040526
17.76,1734.43,47.769957463,-118.60470465
20.68,1921.87,47.769957463,-118.646368774
21.67,1890.98,47.769957463,-118.771361146
19.74,1901.37,47.769957463,-118.81302527
20.02,1818.39,47.769957463,-118.854689394
20.48,1843.33,47.769957463,-118.896353518
20.28,1872.96,47.769957463,-118.938017642
20.97,1941.08,47.769957463,-118.979681766
20.74,1942.28,47.769957463,-119.02134589
21.22,1949.75,47.769957463,-119.063010014
21.12,1964.32,47.769957463,-119.104674138
21.41,1907.81,47.769957463,-119.146338262
16.16,1765.22,47.769957463,-119.85462837
15.88,1817.22,47.769957463,-119.896292494
17.46,2153.55,47.769957463,-119.937956618
19.78,2021.1,47.811621587,-118.521376402
21.41,1977.44,47.811621587,-118.563040526
20.57,1951.05,47.811621587,-118.60470465
21.21,1923.6,47.811621587,-118.646368774
21.97,1908.41,47.811621587,-118.688032898
21.07,1938.27,47.811621587,-118.729697022
20.69,1867.33,47.811621587,-118.854689394
20.15,1985.51,47.811621587,-118.896353518
20.2,2053.53,47.811621587,-118.938017642
19.94,2066.91,47.811621587,-118.979681766
20.17,2008.34,47.811621587,-119.02134589
20.13,1961.54,47.811621587,-119.063010014
21.33,1896.16,47.811621587,-119.104674138
16.41,1688.69,47.811621587,-119.354658882
16.42,1682.63,47.811621587,-119.396323006
16.84,1700.83,47.811621587,-119.479651254
17.21,1750.03,47.811621587,-119.562979502
17.65,1762.53,47.811621587,-119.604643626
17.63,1759.61,47.811621587,-119.64630775
17.08,1761.81,47.811621587,-119.687971874
17.71,1735.3,47.811621587,-119.729635998
18.08,1725.99,47.811621587,-119.771300122
15.81,1870.52,47.811621587,-119.896292494
19.46,1878.12,47.853285711,-118.521376402
20.99,1973.63,47.853285711,-118.563040526
20.87,2030.55,47.853285711,-118.60470465
21.14,2043.55,47.853285711,-118.646368774
20.55,2053.65,47.853285711,-118.688032898
22.29,1968.4,47.853285711,-118.729697022
21.67,1978.49,47.853285711,-118.771361146
21.12,2006.09,47.853285711,-118.81302527
20.05,2066.38,47.853285711,-118.854689394
20.99,2058.62,47.853285711,-118.896353518
20.83,2079.18,47.853285711,-118.938017642
21.86,2035.97,47.853285711,-118.979681766
17.37,1742.43,47.853285711,-119.562979502
16.8,1724.93,47.853285711,-119.604643626
18.52,1734.06,47.853285711,-119.687971874
18.14,1727.49,47.853285711,-119.729635998
18.19,1730.4,47.853285711,-119.771300122
19.49,2023.86,47.894949835,-118.854689394
21.28,2060.22,47.894949835,-118.896353518
19.19,2029.35,47.894949835,-118.938017642
17.17,1699.8,47.894949835,-119.562979502
17.67,1692.16,47.894949835,-119.604643626
17.09,1711.99,47.894949835,-119.64630775
18.49,2028.35,47.936613959,-119.771300122
17.5,1679.44,47.978278083,-119.562979502
17,1660.65,47.978278083,-119.604643626
19.22,2003.51,47.978278083,-119.729635998
19.25,2046.51,47.978278083,-119.771300122
17.47,1681.41,48.019942207,-119.521315378
19.21,2030.62,48.019942207,-119.771300122
18.86,1931.17,48.103270455,-119.562979502
19.09,1940.76,48.144934579,-119.521315378
19.82,1933.73,48.144934579,-119.562979502
